"UniqueID","Probability1"
11862,0.26800466012977
11863,0.256639335538025
11864,0.340062309659519
11865,0.787850565479134
11866,0.0924656815356326
11867,0.0960074118408611
11868,0.347555890080384
11869,0.126372077622838
11870,0.415464128631644
11871,0.749658047386429
11872,0.303323651225265
11873,0.205977833000547
11874,0.25655543279815
11875,0.878427387603106
11876,0.4040486544544
11877,0.842862277134339
11878,0.547370285703078
11879,0.329269891791206
11880,0.274210551203467
11881,0.807429779405075
11882,0.119195454803757
11883,0.160899581535175
11884,0.207008748618803
11885,0.423833319374132
11886,0.162351921941969
11887,0.293110071422368
11888,0.230207014047622
11889,0.0824487142454364
11890,0.174866231119341
11891,0.952766664788985
11892,0.180718813895108
11893,0.753548166121349
11894,0.245024526922456
11895,0.128967333621957
11896,0.088475794322907
11897,0.160797333258758
11898,0.289271502121496
11899,0.320123822420838
11900,0.150265948999331
11901,0.75289984001912
11902,0.976281154212356
11903,0.0617717514195913
11904,0.222667872193585
11905,0.106947341551992
11906,0.836619500472897
11907,0.258281195572824
11908,0.181464474255962
11909,0.00155843278556336
11910,0.310699558633169
11911,0.12864166492598
11912,0.204618320707507
11913,0.809870928741449
11914,0.516528325124245
11915,0.237658131512034
11916,0.133459496527746
11917,0.169707687788969
11918,0.731447816016887
11919,0.27252276211857
11920,0.231806126877093
11921,0.175844587406306
11922,0.7758199888792
11923,0.983716895719012
11924,0.529221666808322
11925,0.978072007799603
11926,0.293993041631469
11927,0.814380189586163
11928,0.599561261877247
11929,0.312022211964162
11930,0.906963500893885
11931,0.28085876112964
11932,0.185005388054622
11933,0.779055799694652
11934,0.264499778847679
11935,0.192610333878885
11936,0.241025576802248
11937,0.824809751025422
11938,0.611928381345896
11939,0.145121474010994
11940,0.697487068832446
11941,0.53880663161538
11942,0.910485844742041
11943,0.131541395897476
11944,0.772624505118617
11945,0.839839791741863
11946,0.787869678946252
11947,0.952170894456382
11948,0.109929484868234
11949,0.845201038347587
11950,0.717777535895632
11951,0.260335134206994
11952,0.297257980257704
11953,0.983958767769392
11954,0.359503331856087
11955,0.849681884671275
11956,0.906963500893885
11957,0.537476338182473
11958,0.168930753274017
11959,0.89736625690042
11960,0.783594207812504
11961,0.758680051340289
11962,0.167428111607295
11963,0.20673594055934
11964,0.370349802602754
11965,0.260335134206994
11966,0.828420131795187
11967,0.758412805534017
11968,0.84601309347741
11969,0.819662633673115
11970,0.813386215783562
11971,0.745014162288438
11972,0.778762635836996
11973,0.863308710307138
11974,0.995591949692664
11975,0.747087572586931
11976,0.648399498999019
11977,0.70170727367715
11978,0.534164276858605
11979,0.88838428604343
11980,0.84190686992403
11981,0.844628690376814
11982,0.737862228374035
11983,0.915064660937636
11984,0.974072726250885
11985,0.906963500893885
11986,0.312804050561179
11987,0.844624566786016
11988,0.150065028294404
11989,0.935576808583895
11990,0.873925598255637
11991,0.819651245248427
11992,0.732714148605019
11993,0.976908223787488
11994,0.292171874857687
11995,0.725233060743079
11996,0.798950789227641
11997,0.50691572626033
11998,0.37707902552078
11999,0.411296097471526
12000,0.758412805534017
12001,0.779377928135762
12002,0.945122817433218
12003,0.847322583898614
12004,0.826110794544207
12005,0.95337102644867
12006,0.912840813539976
12007,0.789660233366864
12008,0.257105446408104
12009,0.851372959257166
12010,0.954287227178056
12011,0.931558195647117
12012,0.462338662450758
12013,0.29539393891681
12014,0.311857476899111
12015,0.779377928135762
12016,0.461858704193486
12017,0.88838428604343
12018,0.874698435303783
12019,0.847537479193124
12020,0.789275434686599
12021,0.839500729238313
12022,0.817006023565586
12023,0.787172249655685
12024,0.330613336266392
12025,0.903254654035031
12026,0.955147326019856
12027,0.936995619970445
12028,0.389970526372517
12029,0.846716913424784
12030,0.891847290562269
12031,0.991400459425277
12032,0.697608798243228
12033,0.747532610183852
12034,0.703325849716007
12035,0.106739280917805
12036,0.265395154942873
12037,0.541751692589728
12038,0.186854944503484
12039,0.831422240854994
12040,0.17603046946616
12041,0.732418711884182
12042,0.573982784299105
12043,0.144055307413291
12044,0.827305350462263
12045,0.713443822145574
12046,0.667932788180514
12047,0.195325047592843
12048,0.761948168175544
12049,0.91104149479663
12050,0.411919223151196
12051,0.834465336691955
12052,0.226715279688188
12053,0.690703700378499
12054,0.27252276211857
12055,0.999998278504679
12056,0.969812826148563
12057,0.11780170523355
12058,0.756919714619477
12059,0.6328695448868
12060,0.328305945527931
12061,0.85243150591697
12062,0.924768980945634
12063,0.700525408718232
12064,0.913474189223448
12065,0.736163286345124
12066,0.720257753511048
12067,0.872906576240192
12068,0.870569287116746
12069,0.0204591034341074
12070,0.138765907930878
12071,0.329026529954869
12072,0.758589548002202
12073,0.733803434762012
12074,0.535111482160872
12075,0.502901610458576
12076,0.919892782622829
12077,0.208483670597058
12078,0.308081720746052
12079,0.907338869334902
12080,0.722719243980003
12081,0.829335756458628
12082,0.792099144898133
12083,0.867907157782493
12084,0.883402539656428
12085,0.21116592596497
12086,0.329026529954869
12087,0.96206007251
12088,0.189648909348191
12089,0.809723064425713
12090,0.940617946141169
12091,0.941784174016106
12092,0.571120393345743
12093,0.605147325767927
12094,0.84568700938876
12095,0.198641868411967
12096,0.982689904148448
12097,0.9406874184378
12098,0.222127900645136
12099,0.539616538629513
12100,0.238289428756932
12101,0.308081720746052
12102,0.993274683835396
12103,0.0537922120923163
12104,0.145591110952273
12105,0.947864492448277
12106,0.131134445516475
12107,0.980135922637864
12108,0.428339388086598
12109,0.381151443533522
12110,0.161802195179744
12111,0.854951220304185
12112,0.635079696998208
12113,0.889116922600753
12114,0.831646110038988
12115,0.525109350981419
12116,0.758433757982133
12117,0.495661643150127
12118,0.874846353342218
12119,0.24461403342979
12120,0.255260725340613
12121,0.831607497773761
12122,0.670976711224972
12123,0.91778264226569
12124,0.889220132226011
12125,0.931630893856988
12126,0.942732286252479
12127,0.885206664847875
12128,0.17804425686284
12129,0.920316717527351
12130,0.868048079724923
12131,0.1977188552147
12132,0.57261416284931
12133,0.220049648988903
12134,0.944395812482421
12135,0.124974556108274
12136,0.78207001281622
12137,0.261144943597004
12138,0.665202092770589
12139,0.968150857056135
12140,0.709437767163847
12141,0.449612618408422
12142,0.236260708899713
12143,0.201614867320881
